dobrowolne i powinny,voluntary and should,
dobrowolnych jako alternatywy,voluntary agreements as an alternative,
dobrych praktyk administracyjnych,good administrative practice,
docelowe powinny odnosić,target values should relate,
dochodów i wydatków,revenue and expenditure,
dochodów z produkcji,income generated from the production,
dochodzenia z własnej,of investigation when conducting own,
dochodzenie z własnej,of investigation when conducting own,
dodać wysokie koszty,added the high costs,
dodatkową możliwością postępowania,additional possibility of court proceedings,
dodatkowe informacje do,supplementary information for,
dodatkowe informacje konieczne,supplementary information necessary,
dodatkowe środki finansowe,additional financial resources,
dodatkowe środki oceny,supplementary means of assessment,
dodatkowe zmiany technologiczne,additional technological change,
dodatkowy wzrost temperatury,additional rise in the temperature,
dodatkowych do tych,optional protocols to those,
dodatkowych zasobów dla,additional resources for,
dodatkowym aspektem jest,additional aspect is,
dokładną definicję typu,exact definition of the type,
dokładną i kompleksową,thorough and comprehensive,
dokładnych stawek podatkowych,exact tax rate,
dokonać penetracji rynku,achieve market penetration,
dokument roboczy komisji,commission working document report,
dokumentacja i przegląd,documentation and review,
dokumentów lub bardzo,document or to,
dokumentu lub bardzo,document or to,
dokumentu lub informacji,information or a document indicated,
dokumentu oraz datę,document and the date,
domowego do wykazu,household appliances to the list,
domowego może wpływać,household appliances may influence,
domowych i ścieków,domestic and urban waste,
domu lub mieszkaniu,house or apartment,
dopuszczalne bez uprzedniej,permissible without requiring prior,
dopuszczalne są jedynie,be admissible only,
dopuszczalne w przypadku,admissible in the case,
dopuszczalności i kolejności,admissibility and on the order,
dopuszczalnych zmian był,was not permissible to amend,
dopuszczenie i udział,admission and participation,
dorosłych do nauki,adult learning opportunities for,
dorosłych oraz uczenia,adult education and informal learning,
doskonalić naukową jakość,improve the scientific quality,
doskonałości w badaniach,excellence in research,
doskonałości wsparcie wspólnego,excellence support for a joint,
dostarczać informacje o,provide dismantling information for,
dostarczać informacji o,provide information on,
dostarczają komisji swoje,provide the commission with their,
dostarczając informacji o,providing information on,
dostarczania i prezentacji,delivery and presentation,
dostarczanie pojazdów do,delivery of the vehicle to,
dostateczny poziom znajomości,sufficient standard of linguistic competence,
dostaw energii dla,supply of energy for,
dostaw i materiałów,supplies and materials,
dostaw i zmian,supply and climate change,
dostawca musi zagwarantować,supplier must ensure,
dostawca tworzy dokumentację,supplier shall make this documentation,
dostawy i materiały,supplies and materials,
dostęp bezpośredni nie,access is not,
dostęp do dokumentów,access to a document,
dostęp do dokumentu,access to a document,
dostęp do elastycznych,access to flexible,
dostęp do informacji,access to information,
dostęp do pomocy,access to their external assistance,
dostęp do rejestru,access to a register,
dostęp do rynku,market access to,
dostęp do tych,access and use it,
dostęp do wysokiej,access to high,
dostęp do zasobów,access to community resources,
dostęp do zewnętrznej,access to their external,
dostęp jest przyznawany,access shall be granted,
dostęp parlamentu do,access by parliament,
dostęp przez heterogeniczne,access over heterogeneous,
dostęp publiczny do,public access to,
dostęp w formie,access in electronic form,
dostępem do informacji,access to sensitive information,
dostępie do informacji,access to information,
dostępie do programów,access to a community programme,
dostępie do sprawiedliwości,access to justice,
dostępie publicznym do,public access to,
dostępną wiedzę naukową,available scientific knowledge,
dostępne bezpośrednio poprzez,directly accessible through,
dostępne dowody naukowe,available scientific evidence,
dostępne i konkurencyjne,available and competitive,
dostępne informacje naukowe,available scientific information,
dostępne jej informacje,information made available to it,
dostępne na rynku,available on the market,
dostępnej wiedzy naukowej,available scientific knowledge,
dostępności i użytkowania,accessibility and use,
dostępność energii elektrycznej,availability of electrical power,
dostępny dla mniejszości,available for the turkish minority,
dostępny dla wnioskodawcy,accessible to the applicant,
dostępnych danych naukowych,available scientific data,
dostępnych i niezbędnych,necessary and available for,
dostępnych informacji o,accessible information to citizens on,
dostępnych na rynku,available on the market,
dostępnych ocenach naukowych,available scientific and economic assessment,
dostępu do badań,access to research,
dostępu do danych,access to information,
dostępu do dokumentów,access to a document,
dostępu do dokumentu,access to a document,
dostępu do informacji,access to information,
dostępu do jawnych,public access to,
dostępu do programu,access to a community programme,
dostępu do rynku,market access to,
dostępu do swoich,access to its,
dostępu do wszelkich,access to all,
dostępu do wysokiej,access and to use high,
dostępu do zasobów,access to genetic resources,
dostępu do zewnętrznej,access to their external,
dostępu do żadnych,access to any,
dostępu parlamentu do,parliament access to,
dostępu publicznego do,public access to,
dostosować swoje zachowania,adapt their behaviour,
dostosować swoje zachowanie,adjust their behaviour,
dostosowania pomocy dla,adjustment assistance for,
dostosowany do postępu,adapted to technical progress,
dostosowany do specyficznych,tailored to the specific,
dostosowany lub uzupełniony,adapted or supplemented,
dostosowywać i aktywnie,adapt and develop actively,
doświadczenia i wiedzy,experience and knowledge,
doświadczenia i wyników,experience gained and results,
doświadczeniami i know-how,experience and know-how,
doświadczenie i prace,experience and work,
doświadczenie i uznane,acknowledged competence and experience to,
doświadczeniem i wiedzą,experience and expertise,
doświadczeniem i wymiany,experience and exchange,
doświadczeń i dialog,experience and bilateral dialogue,
doświadczeń i dobrych,experience and good,
doświadczeń i wiedzy,experience and knowledge,
doświadczeń z innymi,experience with other,
dotyczą oraz zapewniają,refer and ensure,
dowolną formę energii,any form of energy,
dowolnej formie pisemnej,any written form,
drodze jednego głosowania,means of a single vote,
drogowego oznacza również,road transport volume also means,
drogowym i lotniczym,road and air,
druga i trzecia,second and third,
druga kategoria obejmuje,second category encompasses,
drugi etap nowego,second stage of the new,
drugie i trzecie,second and third,
drugiego czy trzeciego,second or third,
drugiego i następnych,second and subsequent,
drugiego i trzeciego,second and third,
drugiego języka obcego,second foreign language,
drugiego okresu obrotu,second trading period,
drugiej fazie programu,second phase of the programme,
drugiej jako komisji,other as the committee,
drugiej połowie roku,second half of the year,
drugiej sesji konferencji,second session of the conference,
drugiej stronie wspólnej,other side of the shared,
drugiej strony odpowiada,other party shall reply,
drugiej światowej konferencji,second world climate conference,
drugim czytaniu jest,second reading shall,
drugim roku realizacji,second year of implementation,
drugorzędnych i trzeciorzędnych,secondary and tertiary,
druk lub taśma,print or tape,
drzew i gospodarki,tree care and forest management,
drzewa i lasy,tree care and forest,
duchem i literą,letter and the spirit of,
duchem lub literą,spirit or the letter,
duchu pełnego wzajemnego,spirit of complete mutual,
due to wealth,this is due to wealth,
dura i nio,dura and nio,
dużą kampanię informacyjną,major information and communication campaign,
dużą wagę do,great importance to,
duże bezrobocie wobec,to an extremely high unemployment,
duże znaczenie jakościowe,great qualitative importance,
dużej części społeczeństwa,large part of the public,
dużej liczby nielegalnych,large number of illegal,
dużym potencjale wzrostu,high growth potential,
dużym stopniu do,large extent to,
dużym stopniu uzupełniałby,large extent complementing,
dużym zaufaniem społecznym,high public trust,
dwa i pół,two and a half,
dwa inne języki,tongue plus two other,
dwóch czy trzech,two or three,
dwóch lub trzech,two or three,
dwudniowy w drugiej,two-day workshop in second,
dwudniowy w pierwszej,two-day workshop in the first,
dwudniowych z poszczególnymi,two-day workshops with individual,
dwustopniową procedurę administracyjną,two-stage administrative procedure,
dwustronną i wielostronną,bilateral and multilateral,
dwustronnej i regionalnej,bilateral and regional,
dwustronnych selektywnie poszerzać,bilateral efforts to selectively widen,
dwustronnymi oraz tymi,bilateral actions and those,
dwutlenku węgla antropogenicznych,carbon dioxide equivalence of anthropogenic,
dyktatury do demokracji,dictatorship to a democracy,
dyrektor tymczasowego sekretariatu,head of the interim secretariat,
dyrektywa musi zatem,directive must therefore,
dyrektywa powinna obejmować,directive should cover,
dyrektywa wodna będzie,water framework directive will,
dyrektywą mogą być,directive may be,
dyrektywie powinny stosować,directive should apply,
dyrektywy do postępu,directive to such progress,
dyrektywy do takiego,directive to such,
dyrektywy i co,directive to technical and scientific,
dyrektywy jest ograniczenie,directive is to limit,
dyrektywy jest zapobieganie,directive is the prevention,
dyrektywy komisja jest,directive the commission shall,
dyrektywy lub te,this directive or which,
dyrektywy może mieć,directive may have,
dyrektywy oraz po,directive and in,
dyrektywy powinny być,directive should be,
dyrektywy w świetle,directive in the light,
dyscyplinarnego w czasie,disciplinary action at a time,
dyskusja nad zmianami,discussion on climate change,
dyskusję oraz głosowanie,debated and voted,
dyskusję z radą,discussion with the council,
dyskusji na szczeblu,discussion at local level,
dyskusji z radą,discussion with the council,
działa na czystych,operating on pure,
działa nie tylko,work would not only,
działają wspólnie jako,act jointly as,
działając w zgodzie,acting in accordance,
działalności i końcowe,activity report and final,
działalności politycznej ani,political or other activity relating,
działalnością szkodliwą dla,activity detrimental to,
działalność jakichkolwiek innych,action by any other,
działalność lub mechanizm,activity or mechanism,
działalność ludzka powoduje,human activity is causing,
działało w dobrej,acting in good,
działania - aeronautyka,activities - aeronautics,
działania - wodór,activities - hydrogen,
działania i realizację,action and implementation,
działania mogą złagodzić,action now can mitigate,
działania na poziomie,activities at regional level,
działania powinny być,activity should be,
działania programowe artykuł,programme activities article,
działania rola badań,activities the role of research,
działania są często,activities are often,
działania są niewielkie,effect is small,
działania są zachęcające,action plan are encouraging,
działania te będą,action in this domain will,
działania te miały,that these activities have,
działania te powinny,those activities should,
działania umieszcza uczenie,action plan placed,
działania w danej,activities in a given,
działania w ramach,action plans in the framework,
działania w regionie,activities in the mediterranean region,
działania w swoich,action plans in its,
działania z palermo,of the palermo action plan,
działaniach oraz skutecznego,activities and the effective,
działanie sił rynkowych,operation of market forces,
działanie w tym,action in this,
działaniu sił rynkowych,operation of market forces,
działań badany będzie,activities will also investigate,
działań będzie wymagało,activities will require,
działań komisja będzie,action plans the commission will,
działań krajowych poprzez,national activities by,
działań lub inne,action plans or other,
działań międzynarodowych musi,international action must,
działań o rok,action plans for one year,
działań oraz kolejności,action needed and the order,
działań oraz wnosić,activities and contribute,
działań oraz wspólne,action programmes and joint,
działań w celu,action aiming at,
działań w drugim,action in the second,
działań w strategicznych,action plan in the strategic,
działań według planu,action plan in,
dziedzictwa genetycznego człowieka,genetic heritage of human,
dziedzinie bezpieczeństwa chemicznego,field of chemical safety,
dziedzinie handlu do,trade field to,
dziedzinie lotnictwa cywilnego,field of civil aviation,
dziedzinie obejmuje wsparcie,field will comprise support,
dziedzinie pomocy zewnętrznej,field of external assistance,
dziedzinie rachunkowości środowiskowej,field of environmental accounting,
dziedzinie transportu lotniczego,air transport field to,
dziedziny i tematu,field and from topic,
dziennego średniego stężenia,daily average concentration,
dzięki ich położeniu,thanks to their geographical position,
econtent jako zbioru,econtent as a set,
econtentplus i planowania,econtentplus programme and in planning,
edukacja i kapitał,education and human capital,
edukacja i rozwój,education and social development,
edukacja i szkolenia,education and training,
edukacja podstawowa powinna,basic education should,
edukacji i kultury,education and culture,
edukacji i szkolenia,education and training,
edukacji i szkoleń,education and training,
edukacji językowej rząd,language education policies the government,
edukacji oraz stosunków,education and relations,
edukacji oraz szkoleń,education and training,
edukacyjnych i świadomości,educational and public awareness,
edukacyjnym i promocyjnym,educational and promotional,
efektywnego i demokratycznego,effective and democratic,
efektywnego wdrażania przez,effective implementation by,
efektywnego zarządzania kontrolą,efficient management of the control,
efektywnej nauki języków,effective language teaching,
efektywności systemu energetycznego,efficiency throughout the energy system,
efektywnych i skutecznych,effective and efficient,
efektywnym i odpowiednim,effective and appropriate,
ekologiczne i ekonomiczne,environmental and economic,
ekologiczne i gospodarcze,environmental and economic,
ekologicznego punktu widzenia,ecological point of view,
ekologicznych w formie,environmental charges in the form,
ekonomiczne i administracyjne,economic and administrative,
ekonomiczne i społeczne,economic and social,
ekonomiczne mają chronić,economic actions have to safeguard,
ekonomicznego i likwidacji,economic growth and the eradication,
ekonomicznego i rozwoju,economic growth and development,
ekonomicznego i społecznego,economic and social,
ekonomicznej i społecznej,economic and social,
ekonomicznej polityki wspólnoty,economic policy of the community,
ekonomiczny jest niezbędnym,economic development is essential,
ekonomicznych i społecznych,economic and social,
ekonomicznymi i społecznymi,economic and social,
ekstremalnych warunków pogodowych,extreme weather conditions,
ekstremalnymi warunkami pogodowymi,extreme weather conditions,
el al jest,el al is,
elastyczność i żywotność,resilience and vitality,
elektrolitu na miejscu,electrolyte neutralisation on site,
elektronicznego systemu głosowania,electronic voting system,
elektronicznego środowiska celnego,electronic customs environment,
elektronicznej czy jako,electronic form or as,
elektronicznej lub poprzez,electronic form or through,
elektroniczny system głosowania,electronic voting system,
elektrycznej i łączności,electrical power and telephone communications,
elektrycznym jako sprawę,electrical vehicles as a matter,
element reform politycznych,element of political reform,
element współpracy pomiędzy,element for cooperation between,
eliminacji tych zanieczyszczeń,elimination of this pollution,
emisji dla so,emission ceilings for so,
emisji dla wspólnoty,emission ceilings for the community,
emisji do atmosfery,discharge into the atmosphere,
emisji do stężenia,emission sources to pollution concentration,
emisji gazów cieplarnianych,greenhouse gas emission,
emisji i muszą,emission ceilings and must,
emisji na poszczególne,emission ceilings on particular,
emisji poza wspólnotą,emission reductions outside the community,
emisji są niezbędne,emission inventories are necessary,
emisji za poprzedni,emission inventories for the previous,
emisji zawierają informacje,emission projections shall include information,
emitują one duże,they emit large,
energetycznego i integracji,energy security and market integration,
energetycznego i transportu,transport and energy sector,
energetycznego innego niż,energy uses other than,
energetycznego oraz potrzebą,energy sector and the need,
energetycznego w system,energy system into,
energetycznego w transporcie,energy tax for air transport,
energetycznej i bezpieczeństwa,energy security and market,
energetycznej i czystego,energy efficiency and clean,
energetycznej i kontrolowania,energy efficiency and for controlling,
energetycznej w transporcie,energy efficiency measures in transport,
energetycznych innych niż,energy uses other than,
energetycznym powinno być,energy sectors should be,
energia i transport,energy and transport,
energią i zużyciem,energy and the consumption,
energią kosztów utrzymania,energy costs of living,
energii dla naszych,energy costs for our,
energii i innych,energy and other,
energii i materiałów,energy and materials,
energii i transportem,supply and energy transport,
energii i transportu,energy and transport,
energii i wody,power and water,
energii i wprowadzenie,energy efficiency and the introduction,
energii i zgodną,energy sources and consistent,
energii i zmian,energy and climate change,
energii jest jednym,energy is one,
energii jest wyraźnie,energy projects are clearly,
energii jest znaczne,energy use is significant,
energii lub innych,energy or other,
energii oraz białej,energy supply and the white,
energii oraz inne,energy consumption of and other,
energii oraz innych,energy and other,
energii oraz oszczędność,improvements and energy savings,
energii oraz połowę,energy council and half,
energii oraz roli,energy and the role,
energii oznacza użycie,energy recovery means the use,
energii po migrację,energy to migration,
energii poprzez bezpośrednie,energy through direct,
energii przez prywatnych,energy by private,
enp i są,enp area and are,
enp jest polityką,enp is a policy,
enp musi zatem,enp must therefore,
enp w różnych,enp in the different,
enp z udziałem,enp with social participation,
enpi oraz poprzez,enpi and by,
enpi są niewystarczające,enpi is insufficient,
eqf jako punkt,eqf as a reference point,
etan etylen acetylen,ethane ethylene acetylene,
etanolu z produktów,producing ethanol from,
etap w procesie,stage in the process,
etapem światowej strategii,phase in a global strategy,
etapie klasyfikacji za,classification stage by,
ets dla transportu,ets for air transport,
ets po rozpoczęciu,ets after the commencement,
ets w pierwszym,ets for the first,
etyczna może być,ethical review may be,
etykiecie są również,label shall also,
etykiet oraz informacji,information and labelling covered,
etykietowania oraz informacji,labelling and product information,
etykietowanie oraz standardowe,labelling and standard,
etykiety dla wszystkich,label for all,
etylen acetylen propan,ethylene acetylene propane,
eu ets dla,eu ets for,
eu ets po,eu ets after,
eu jest głównym,eu is the leading,
euromed mandatu do,mandate to the euromed committee,
faktu lub sytuacji,fact or legal situation,
faktu w protokole,fact shall be recorded in,
faktyczne oddziaływanie gospodarcze,actual economic impact,
fakultatywnej i jej,optional amount and its,
fazie przygotowawczej są,preparatory phase shall,
femip oraz inne,femip and other,
filarem każdej przyszłej,pillar of any future,
filmowego i konkurencyjności,film heritage and the competitiveness,
finansowa dla programu,financial allocation for the programme,
finansowa dla realizacji,financial envelope for the implementation,
finansowa kwota odniesienia,financial reference amount,
finansowa na wdrażanie,financial envelope for implementation,
finansowania do końca,financing agreement by the end,
finansowania i transferu,funding and transfer,
finansowania wspólnoty bez,community funding programmes without,
finansowanie to może,this funding may,
finansowanie z innych,funding from other,
finansowanie z różnych,funding from various,
finansowany jest przez,are each financed by,
finansowe i administracyjne,financial and administrative,
finansowe i przez,financial instruments and by,
finansowe wspólnoty powinny,community financial instruments should,
finansowe zarządzanie pomocą,financial management of community assistance,
finansowego i pocztowego,financial and postal,
finansowego oraz za,financial and administrative capacity to,
finansowego rozporządzenie finansowe,financial regulation the financial,
finansowej i technicznej,financial and technical,
finansowej i współpracy,financial and technical cooperation,
finansowej w ramach,financial cooperation in the framework,
finansowych i technicznych,financial and technical,
finansowych i transferu,financial resources and transfer,
finansowych lub regionalnych,financial institutions or the regional,
finansowych oraz zgodności,financial implications and compatibility,
finansowych takich jak,financial institutions such as,
finansowymi i walutowymi,financial and monetary,
fiskalnych takich jak,fiscal measures such as,
fizyczne i naturalne,physical and natural,
fizyczny i biologiczny,physical and biological,
flory i fauny,flora and fauna,
forma współpracy jest,form of cooperation is,
formalna propozycja zamknięcia,formal proposal to close,
formalnej i nieformalnej,formal and informal,
formie elektronicznej czy,electronic form or through,
formie gazów cieplarnianych,form of greenhouse gases,
formie lub jako,form or as,
formularz identyfikacyjny zawierający,identification form containing,
formy udziału finansowego,form of financial participation,
forum na którym,forum in which,
forum podobnym do,a forum similar,
forum transportowe przyjmie,transport forum will adopt,
frustracji i nie,not suffer frustration and entertain,
fundamentem przyszłego dobrobytu,foundation of future prosperity,
fundamentu dla długofalowych,basis for long-term,
fundusz gwarancyjny dla,guarantee fund for,
fundusze i współpraca,funding and cooperation,
funduszy oraz wagę,funds and the importance,
funduszy oraz znaczenie,funds and the importance,
funduszy strukturalnych nie,structural fund programme were not,
funduszy strukturalnych wpływać,structural funds will be influenced,
funkcję i dlatego,function and therefore,
funkcji stałego zastępcy,status of permanent substitute,
funkcjonalności do technologii,functionality in the chemical technology,
funkcjonować jako niezależny,function as an independent,
gatunki nie będą,species will no,
gazowe paliwa dla,gaseous fuel for,
gazowy chlor uwalniany,gaseous chlorine released,
gazów cieplarnianych będzie,greenhouse gas emissions will,
gazów cieplarnianych do,greenhouse gas emissions,
gazów cieplarnianych mogą,greenhouse gases can,
gazów cieplarnianych nie,greenhouse gases not,
gazów cieplarnianych o,greenhouse gases by,
gazów cieplarnianych są,greenhouse gas concentrations are,
gazy w niebezpiecznych,gases in dangerous,
gdy cały sektor,while the whole sector,
gdy do parlamentu,for a resolution when parliament,
gdy jest on,whereas it is,
gdy nie jest,as these are not,
gdy nie są,when they are not,
gdy opakowania są,when packaging is,
gdy z ważnych,important reasons and after consideration,
gdy zadanie to,while this task,
gdyż takowych nie,because there were no such,
gdzie demokracja nie,where democracy is not,
gdzie horyzontalna umowa,where a horizontal agreement,
gdzie one istnieją,where they exist,
gdzie opcją przetwarzania,where the processing option,
gdzie są dostępne,where they shall be available,
geant i grid,geant and grid,
geograficznemu i tradycyjnym,geographical position and the traditional,
geograficznych i ekonomicznych,geographical and economic,
gleb oraz jakiegokolwiek,soil and any,
glebie nie przekracza,soil does not exceed,
gleby do analizy,soil samples for analysis,
gleby i powietrza,soil and the atmosphere,
gleby i wody,soil and water,
gleby lub każdą,soil or any,
gleby powierzchniowej jest,surface soil is,
gleby reprezentatywne próbki,sampling the representative,
globalizacja ma negatywny,globalization has a negative,
globalne i regionalne,global and regional,
globalnej gospodarki jest,global economy is,
globalny charakter zmian,global nature of climate change,
globalny monitoring dla,global monitoring for,
globalny system produkcji,global production system,
globalnych nie są,global governance is no,
globalnym będzie prowadził,global level will lead,
globalnym i mogą,global operators and can,
globalnym zmiany klimatu,global dimension of climate change,
głębokich i wszechstronnych,deep and comprehensive,
głębokość gleby powierzchniowej,depth of the surface soil,
głębokość i odległość,depth and distance,
głos w dyskusji,part in a debate,
głosowania jest prawem,right to vote is,
głosowania jest rejestrowany,vote shall be recorded,
głosowania mogą być,vote may be,
głosowania nad poprawkami,vote on a compromise amendment,
głosowania nad poprawką,vote on a compromise amendment,
głosowania nad projektem,on the draft,
głosowania nad treścią,on the substance,
głosowania nie są,vote shall not,
głosowania prawo do,vote the right,
głosowania w parlamencie,parliament's vote on,
głosowania z liczbą,vote with a number,
głosowanie bez debaty,vote without debate,
głosowanie bez poprawek,vote without amendment,
głosowanie i ogłasza,vote and announce,
głosowanie i ustalić,vote and fix,
głosowanie jako jedną,vote as one,
głosowanie jest tajne,shall vote by secret,
głosowanie na następnym,vote at the next,
głosowanie na początku,voted on at the start,
głosowanie nad sprawozdaniami,voting on a report,
głosowanie nad wnioskiem,vote on the motion,
głosowanie najpierw tekst,text to the vote first,
głosowanie przed głosowaniem,voted on before voting,
głosowanie przed nim,vote before that,
głosowanie przed wszelkimi,before voting on any,
głosowanie w formie,vote in the form,
głosowanie w innej,vote in an order other,
głosowanie w kolejności,vote in the order,
głosowanie w komisji,voting in committee,
głosowanie w parlamencie,vote in parliament,
głosowaniu tajnym są,secret ballot shall,
głosów w głosowaniu,voted upon before voting on,
głosuje nad tymi,vote on this,
głosuje osobno nad,ballot separately on,
głosuje w pierwszej,first vote on,
główna odpowiedzialność za,primary responsibility for,
główną częścią tego,major part of this,
główną odpowiedzialność za,main responsibility for,
główną przyczyną tego,main cause of this,
główne działania są,main activities are,
głównego partnera handlowego,principal trading partner,
głównie na finansowaniu,principally on funding,
główny mechanizm technicznego,principal technical mechanism,
główny mechanizm techniczny,main technical follow-up mechanism,
głównym bodźcem politycznym,main political impetus,
głównym celem wspólnoty,major objective for the community,
głównym filarem każdej,central pillar of any,
głównym partnerem handlowym,main trading partner,
głównym tematem polityki,major theme of community policy,
głównym wyzwaniem jest,be the main challenge,
gminnym i lokalnym,municipal and local,
go ponownie do,him once again to,
go przed ostatecznym,it before the final,
go wycofać do,to withdraw it before,
go z urzędu,of office he will,
go za jeden,it as one,
go za przyjęty,accepted by it before,
godzin i przy,hours and at,
godzinę przed otwarciem,hour before the opening,
godziny przed rozpoczęciem,hour before the beginning,
godziwych warunków pracy,decent working conditions,
gorący i suchy,hotter and drier,
gospodarcza i jej,economic community and its,
gospodarcza i monetarna,economic and monetary,
gospodarcza i warunki,economic policy and financial conditions,
gospodarczą i handlową,economic and trade,
gospodarczą i polityczną,economic and political,
gospodarczą i społeczną,economic and social,
gospodarcze będzie zależało,economic impact will depend,
gospodarcze dla transportu,economic implications for air transport,
gospodarcze i finansowe,economic and financial,
gospodarcze i społeczne,economic and social,
gospodarcze nie są,economic results achieved are not,
gospodarczego i bezpieczeństwa,economic growth and security,
gospodarczego i dobrobytu,economic development and prosperity,
gospodarczego i konkurencyjności,economic growth and competitiveness,
gospodarczego i kulturalnego,economic and cultural,
gospodarczego i ludzkiego,economic growth and human,
gospodarczego i redukcji,economic growth and poverty reduction,
gospodarczego i społecznego,economic and social,
gospodarczego i względnej,economic growth and relative,
gospodarczego i zatrudnienia,economic development and employment,
gospodarczego w drugiej,economic recovery in the second,
gospodarczej i pieniężnej,economic and monetary,
gospodarczej i społecznej,economic and social,
gospodarczej i współpracy,economic integration and political cooperation,
gospodarczej oraz warunków,economic policy and financial conditions,
gospodarczej oraz wprowadzenie,economic activities and introduction,
gospodarczy i prawny,economic and legal,
gospodarczy i społeczny,economic and social,
gospodarczych i handlowych,economic and trade,
gospodarczych i ich,economic operators and their,
gospodarczych i prawnych,economic and legal,
gospodarczych i społecznych,economic and social,
gospodarczym i handlowym,economic and trade,
gospodarczymi i fiskalnymi,economic and fiscal,
gospodarczymi i społecznymi,economic and social,
gospodarka zasobami biologicznymi,management of biological resources,
gospodarką i rynkiem,economy and market,
gospodarką na świecie,economy in the world,
gospodarkę na świecie,economy in the world,
gospodarki i finansów,economy and finance,
gospodarki i społeczeństwa,economy and society,
gospodarki i środowiska,economy and the environment,
gospodarki jest nieobecność,economy is the absence,
gospodarki zasobami naturalnymi,management of natural resources,
gotowa zaakceptować wszystkich,prepared to accept all,
gotowe do pomocy,ready to help,
gotowości oraz przygotowania,readiness and preparedness,
górskich i jałowych,mountain and arid,
granic i zapobieganiem,border security and prevention,
granice misji eu,border monitoring mission eu,
granicy lub grupy,border or a group,
granicznych lub komisji,border regions or the commission,
gromadzi lub transportuje,collect or transport,
gromadziły informacje o,gather information about,
groźne powinny być,are dangerous should,
grup politycznych mogą,political group chairmen may,
grupa polityczna może,political group may,
grupa polityczna składa,political group shall comprise,
grupa wysokiego szczebla,high level group will,
grupy ad hoc,ad hoc group,
grupy nie może,group may not,
grupy politycznej albo,political group or at,
grupy politycznej jest,political group shall,
grupy politycznej może,political group may,
grupy politycznej nie,political group is not,
grupy wysokiego szczebla,high level group,
gwarancja budżetowa obejmuje,budgetary guarantee should cover,
gwarancjami budżetowymi wspólnoty,community budgetary guarantee,
gwarancję budżetową wspólnoty,community budgetary guarantee for,
gwarancji na zabezpieczenie,for provisioning the guarantee fund,
gwarancji z jego,guarantee financing from its,
gwarancyjny dla działań,guarantee fund for external action,
gwarancyjnych lub funduszy,guarantee funds or investment,
gwarantowanych przez kraj,guaranteed by a state,
handel dwustronny między,bilateral trade between,
handel i integrację,trade and economic integration,
handel i transport,commerce and transport,
handlowe dla republiki,trade preferences for the republic,
handlowej i stosunków,secrecy and commercial relations,
handlowej i współpracy,trade and development cooperation,
handlowi bronią konwencjonalną,trade in conventional arms,
handlu bronią konwencjonalną,trade in conventional arms,
handlu i inwestycji,trade and investment,
handlu i konkurencji,trade and competition,
handlu i środowiska,trade and environment,
handlu międzynarodowego komisja,international trade committee,
handlu uprawnieniami do,trading in emission rights,
harmonijnej integracji terytorialnej,harmonious territorial integration,
higieny i akceptacji,hygiene and acceptance,
historycznego i kulturowego,historical and cultural,
horyzontalne elementy programu,horizontal elements of the programme,
humanitarne i środowiskowe,humanitarian and environmental,
ich codzienne życie,their everyday life,
ich do strategii,that the lisbon strategy for,
ich główne działania,their main activities,
ich i naszym,their and our,
ich liczba jest,their number shall,
ich mandatu parlamentarnego,their parliamentary mandate,
ich plany badawcze,level action and their research,
ich położeniu geograficznemu,their geographical position,
ich prawa do,their right to,
ich przejście do,their transition to,
ich rozwojowi gospodarczemu,their economic development,
ich rozwoju językowego,their language and identity development,
ich status społeczny,their social status,
ich systemami instytucjonalnymi,their institutional system,
ich terytorium opakowań,their territory of packaging,
ich terytorium spełniali,their territory fulfil,
ich urzędowej publikacji,their official publication,
ich w tym,to extend it for,
ich wartości operacyjnej,their operational value,
ich warunkami społecznymi,their social and economic conditions,
ich wspólną lecz,their common but,
ich wspólną pracę,their joint work,
ich wspólnego rozumienia,their shared understanding,
ich wspólnej części,their shared part,
ich wstąpieniu do,their accession to,
ich wydajność energetyczną,that sound energy performance,
ich zdolność do,their ability to,
ich znaczenie jako,their importance as,
identyczne lub podobne,identical or similar,
identyfikację i rozwój,identification and development,
identyfikacji i klasyfikacji,identification and classification,
identyfikacji może też,identification system may also,
if one knows,if one knows that,
iia do dyrektywy,iia to directive,
iia i iib,iia and iib,
iib do dyrektywy,iib to directive,
ile jest to,be made public if it,
ile nie jest,if an application is not,
ile żadne takie,if no such,
ilości i szkodliwości,quantity and the harmfulness,
ilościowa i jakościowa,quantitative and qualitative,
ilościowego stanu wody,quantitative water status,
ilościowych i jakościowych,quantitative and qualitative,
ilość i przeciętny,amount and average,
ilość informacji o,amount of information on,
ilość nowego oleju,quantity of new oil,
ilość oraz charakter,nature and the quantity thereof,
importera pojazdów do,importer of a vehicle into,
indywidualnie lub wspólnie,individually or jointly,
indywidualnymi są obecnie,individual two-way markets are currently,
informacja i komunikacja,information and communication,
informacje konieczne do,information necessary to,
informacje na etykiecie,information on the label,
informacje o demontażu,dismantling information for,
informacje o działaniach,information on action,
informacje o prognozach,data regarding emission forecasts by,
informacje o sposobie,information on the manner,
informacje o stanie,information on the state,
informacje o udziale,information on the participation,
informacje powinny być,information should be,
informacje za poprzedni,information relating to the previous,
informację o stanie,information on the state,
informacji dla przewodniczącego,information intended for,
informacji dla społeczeństwa,information to the wider public,
informacji dla wszystkich,information for all,
informacji i danych,information and evidence,
